ip_address,total_requests,failed_requests,successful_requests,failure_ratio,unique_usernames,username_diversity,unique_endpoints,endpoint_concentration,unique_user_agents,user_agent_concentration,primary_user_agent,primary_endpoint,country,active_duration_seconds,requests_per_minute,timing_regularity,target_usernames,feat_failure_ratio,feat_username_diversity,feat_endpoint_concentration,feat_ua_concentration,feat_timing_regularity,feat_request_frequency
103.23.237.138,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RU,3151.0,0.1523,0.8249,julia.target216@mailservice.net|emma.target176@cloudsec.org|james.target350@example.com|alice.target386@example.com|ian.target93@techhub.io|xander.target354@techhub.io|ananya.target285@techhub.io|liam.target20@corp.local,1.0,1.0,1.0,1.0,0.8249,0.0345
103.23.43.119,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RU,2413.0,0.1989,0.6551,grace.target76@techhub.io|kevin.target240@example.com|charlie.target193@techhub.io|liam.target336@corp.local|grace.target398@corp.local|julia.target153@example.com|frank.target259@techhub.io|karen.target262@mailservice.net,1.0,1.0,1.0,1.0,0.6551,0.0441
103.230.117.229,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,3412.0,0.1758,0.7559,quinn.target311@corp.local|peter.target291@mailservice.net|thomas.target306@mailservice.net|paula.target396@corp.local|thomas.target290@corp.local|liam.target151@techhub.io|deepak.target97@corp.local|david.target358@mailservice.net|zach.target140@cloudsec.org|james.target36@example.com,1.0,1.0,1.0,1.0,0.7559,0.0394
103.230.161.19,13,12,1,0.9231,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,4666.0,0.1672,0.6707,felix.target399@corp.local|wendy.target315@mailservice.net|sam.target321@cloudsec.org|james.target389@mailservice.net|frank.target79@mailservice.net|thomas.target290@corp.local|liam.target151@techhub.io|sophia.target371@mailservice.net|elena.target233@example.com|claire.target292@corp.local|victor.target155@example.com|nina.target133@corp.local|thomas.target353@techhub.io,0.9231,1.0,1.0,1.0,0.6707,0.0376
103.230.36.80,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,US,2402.0,0.1998,0.734,zach.target140@cloudsec.org|hannah.target375@example.com|rachel.target271@techhub.io|paula.target136@example.com|victor.target155@example.com|ananya.target272@mailservice.net|laura.target53@example.com|ananya.target359@techhub.io,1.0,1.0,1.0,1.0,0.734,0.0443
103.230.39.42,11,10,1,0.9091,11,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RU,3370.0,0.1958,0.6104,wendy.target146@mailservice.net|quinn.target239@cloudsec.org|alex.target89@mailservice.net|henry.target85@cloudsec.org|liam.target225@cloudsec.org|elena.target102@mailservice.net|deepak.target314@corp.local|julia.target99@techhub.io|grace.target282@example.com|victor.target155@example.com|daniel.target261@corp.local,0.9091,1.0,1.0,1.0,0.6104,0.0435
103.230.9.88,7,6,1,0.8571,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,CN,2971.0,0.1414,0.8521,yasmin.target159@cloudsec.org|noah.target280@corp.local|alex.target263@cloudsec.org|alice.target86@techhub.io|charlie.target295@mailservice.net|zach.target122@cloudsec.org|hannah.target202@techhub.io,0.8571,1.0,1.0,1.0,0.8521,0.0322
103.231.118.228,7,6,1,0.8571,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,BR,1993.0,0.2107,0.6996,nina.target260@mailservice.net|wendy.target104@techhub.io|george.target18@mailservice.net|zach.target39@cloudsec.org|grace.target76@techhub.io|quinn.target184@corp.local|peter.target183@corp.local,0.8571,1.0,1.0,1.0,0.6996,0.0465
103.231.138.230,11,11,0,1.0,11,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,US,3602.0,0.1832,0.6853,quinn.target158@techhub.io|wendy.target256@mailservice.net|alice.target142@example.com|marcus.target302@techhub.io|yasmin.target6@techhub.io|charlie.target31@corp.local|alex.target89@mailservice.net|noah.target19@corp.local|alex.target46@cloudsec.org|thomas.target312@example.com|oscar.target114@example.com,1.0,1.0,1.0,1.0,0.6853,0.0409
103.232.112.4,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,3759.0,0.1596,0.7018,mia.target82@example.com|daniel.target297@cloudsec.org|victor.target111@cloudsec.org|elena.target116@cloudsec.org|thomas.target290@corp.local|ursula.target0@example.com|quinn.target92@mailservice.net|ian.target63@cloudsec.org|mia.target128@cloudsec.org|sam.target321@cloudsec.org,1.0,1.0,1.0,1.0,0.7018,0.036
103.232.198.59,9,9,0,1.0,9,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,2766.0,0.1952,0.6865,laura.target4@cloudsec.org|rachel.target180@corp.local|sophia.target393@cloudsec.org|ursula.target0@example.com|alex.target46@cloudsec.org|xander.target248@cloudsec.org|liam.target225@cloudsec.org|isabella.target77@mailservice.net|tarun.target355@example.com,1.0,1.0,1.0,1.0,0.6865,0.0434
103.232.214.210,6,6,0,1.0,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,BR,1921.0,0.1874,0.8769,alice.target68@techhub.io|olivia.target185@corp.local|kevin.target254@cloudsec.org|robert.target106@example.com|alex.target89@mailservice.net|quinn.target247@mailservice.net,1.0,1.0,1.0,1.0,0.8769,0.0418
103.232.224.138,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,2395.0,0.2004,0.6856,priya.target269@mailservice.net|xander.target70@example.com|marcus.target67@cloudsec.org|karen.target383@mailservice.net|quinn.target311@corp.local|olivia.target308@example.com|oscar.target2@mailservice.net|kevin.target254@cloudsec.org,1.0,1.0,1.0,1.0,0.6856,0.0444
103.232.38.46,11,11,0,1.0,11,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,3724.0,0.1772,0.6393,paula.target123@cloudsec.org|charlie.target130@cloudsec.org|elena.target203@cloudsec.org|peter.target229@cloudsec.org|kevin.target32@cloudsec.org|alice.target150@mailservice.net|george.target18@mailservice.net|frank.target143@cloudsec.org|xander.target70@example.com|sneha.target273@cloudsec.org|mia.target57@cloudsec.org,1.0,1.0,1.0,1.0,0.6393,0.0397
103.232.52.97,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,2468.0,0.1945,0.6863,daniel.target52@cloudsec.org|deepak.target314@corp.local|emma.target176@cloudsec.org|grace.target109@corp.local|sam.target321@cloudsec.org|rachel.target199@techhub.io|george.target156@mailservice.net|ursula.target195@techhub.io,1.0,1.0,1.0,1.0,0.6863,0.0432
103.233.181.104,13,12,1,0.9231,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,CN,3513.0,0.222,0.674,victor.target394@example.com|emma.target360@cloudsec.org|george.target15@corp.local|charlie.target204@cloudsec.org|liam.target225@cloudsec.org|oscar.target377@mailservice.net|sophia.target163@techhub.io|mia.target253@cloudsec.org|victor.target219@mailservice.net|liam.target301@cloudsec.org|elena.target78@corp.local|james.target47@cloudsec.org|nina.target191@example.com,0.9231,1.0,1.0,1.0,0.674,0.0488
103.233.64.64,10,9,1,0.9,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,ID,2884.0,0.208,0.7004,priya.target22@example.com|xander.target70@example.com|alice.target386@example.com|marcus.target270@techhub.io|quinn.target244@techhub.io|tarun.target242@corp.local|claire.target299@corp.local|paula.target136@example.com|alice.target142@example.com|daniel.target297@cloudsec.org,0.9,1.0,1.0,1.0,0.7004,0.046
103.234.100.228,13,13,0,1.0,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,VN,4068.0,0.1917,0.643,george.target58@techhub.io|tarun.target172@mailservice.net|kevin.target196@mailservice.net|kevin.target94@mailservice.net|noah.target179@cloudsec.org|thomas.target103@cloudsec.org|karen.target327@techhub.io|kevin.target5@corp.local|julia.target153@example.com|quinn.target184@corp.local|isabella.target201@example.com|laura.target145@mailservice.net|alice.target86@techhub.io,1.0,1.0,1.0,1.0,0.643,0.0427
103.235.117.24,12,12,0,1.0,12,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,3852.0,0.1869,0.728,elena.target370@techhub.io|quinn.target50@corp.local|elena.target307@cloudsec.org|henry.target85@cloudsec.org|oscar.target126@techhub.io|henry.target189@example.com|peter.target173@mailservice.net|isabella.target226@cloudsec.org|frank.target42@corp.local|xander.target21@cloudsec.org|olivia.target322@example.com|grace.target287@mailservice.net,1.0,1.0,1.0,1.0,0.728,0.0417
103.235.125.21,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,VN,2943.0,0.2039,0.5874,alex.target275@corp.local|liam.target220@techhub.io|deepak.target314@corp.local|charlie.target193@techhub.io|wendy.target74@cloudsec.org|liam.target38@cloudsec.org|olivia.target349@example.com|james.target36@example.com|grace.target60@corp.local|karen.target137@example.com,1.0,1.0,1.0,1.0,0.5874,0.0451
103.235.84.117,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,1650.0,0.2545,0.5819,wendy.target170@cloudsec.org|ursula.target372@corp.local|wendy.target256@mailservice.net|charlie.target121@techhub.io|george.target18@mailservice.net|claire.target43@cloudsec.org|olivia.target185@corp.local,1.0,1.0,1.0,1.0,0.5819,0.0552
103.235.86.189,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RO,2480.0,0.2419,0.8244,rachel.target340@cloudsec.org|elena.target361@corp.local|victor.target352@techhub.io|felix.target197@corp.local|kevin.target196@mailservice.net|nina.target191@example.com|david.target284@example.com|hannah.target9@mailservice.net|oscar.target114@example.com|liam.target38@cloudsec.org,1.0,1.0,1.0,1.0,0.8244,0.0527
103.236.167.99,9,9,0,1.0,9,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,2487.0,0.2171,0.6224,bob.target30@corp.local|rachel.target199@techhub.io|liam.target177@techhub.io|claire.target246@mailservice.net|grace.target76@techhub.io|wendy.target250@example.com|elena.target44@techhub.io|oscar.target126@techhub.io|julia.target101@cloudsec.org,1.0,1.0,1.0,1.0,0.6224,0.0478
103.237.12.27,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,2762.0,0.1521,0.7657,olivia.target54@techhub.io|felix.target351@corp.local|alex.target275@corp.local|alex.target46@cloudsec.org|marcus.target67@cloudsec.org|alex.target81@mailservice.net|quinn.target92@mailservice.net,1.0,1.0,1.0,1.0,0.7657,0.0344
103.237.14.29,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,3608.0,0.1663,0.7397,mia.target128@cloudsec.org|oscar.target303@cloudsec.org|zach.target149@cloudsec.org|grace.target282@example.com|alex.target98@cloudsec.org|james.target59@cloudsec.org|aravind.target51@mailservice.net|liam.target336@corp.local|quinn.target247@mailservice.net|rachel.target334@techhub.io,1.0,1.0,1.0,1.0,0.7397,0.0374
103.237.150.64,6,6,0,1.0,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,VN,2030.0,0.1773,0.6993,hannah.target69@techhub.io|wendy.target170@cloudsec.org|sophia.target371@mailservice.net|victor.target394@example.com|ursula.target382@example.com|xander.target310@techhub.io,1.0,1.0,1.0,1.0,0.6993,0.0397
103.237.157.23,14,13,1,0.9286,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,4057.0,0.207,0.7148,peter.target391@corp.local|david.target379@corp.local|zach.target281@example.com|ursula.target178@mailservice.net|rachel.target180@corp.local|ian.target344@example.com|isabella.target226@cloudsec.org|noah.target19@corp.local|liam.target220@techhub.io|victor.target352@techhub.io|liam.target345@example.com|elena.target160@corp.local|alice.target211@corp.local|alex.target24@mailservice.net,0.9286,1.0,1.0,1.0,0.7148,0.0458
103.237.195.117,13,13,0,1.0,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,CN,4993.0,0.1562,0.6744,alice.target211@corp.local|david.target395@mailservice.net|daniel.target52@cloudsec.org|olivia.target322@example.com|yasmin.target363@example.com|olivia.target119@mailservice.net|hannah.target369@corp.local|yasmin.target55@corp.local|charlie.target35@cloudsec.org|ananya.target162@techhub.io|julia.target325@techhub.io|karen.target294@example.com|quinn.target329@example.com,1.0,1.0,1.0,1.0,0.6744,0.0353
103.237.204.91,6,6,0,1.0,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,2238.0,0.1609,0.7036,elena.target44@techhub.io|oscar.target381@techhub.io|wendy.target315@mailservice.net|isabella.target293@cloudsec.org|emma.target265@example.com|alex.target222@mailservice.net,1.0,1.0,1.0,1.0,0.7036,0.0363
103.238.57.19,13,11,2,0.8462,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,3755.0,0.2077,0.6279,xander.target7@cloudsec.org|alice.target317@techhub.io|liam.target336@corp.local|ursula.target195@techhub.io|yasmin.target212@cloudsec.org|rachel.target138@techhub.io|charlie.target121@techhub.io|nina.target133@corp.local|grace.target76@techhub.io|zach.target140@cloudsec.org|paula.target123@cloudsec.org|emma.target118@mailservice.net|quinn.target239@cloudsec.org,0.8462,1.0,1.0,1.0,0.6279,0.0459
103.238.87.139,11,11,0,1.0,11,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,3428.0,0.1925,0.6848,tarun.target208@cloudsec.org|zach.target140@cloudsec.org|james.target59@cloudsec.org|julia.target101@cloudsec.org|claire.target309@mailservice.net|alice.target386@example.com|felix.target351@corp.local|frank.target65@techhub.io|aravind.target25@example.com|wendy.target256@mailservice.net|brian.target330@corp.local,1.0,1.0,1.0,1.0,0.6848,0.0428
103.239.101.169,11,10,1,0.9091,11,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,3636.0,0.1815,0.7506,peter.target186@cloudsec.org|noah.target19@corp.local|grace.target213@mailservice.net|ursula.target296@techhub.io|mia.target148@techhub.io|xander.target194@cloudsec.org|daniel.target209@mailservice.net|xander.target21@cloudsec.org|mia.target367@techhub.io|frank.target79@mailservice.net|emma.target265@example.com,0.9091,1.0,1.0,1.0,0.7506,0.0406
103.239.128.39,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,2121.0,0.2263,0.576,grace.target228@mailservice.net|wendy.target252@cloudsec.org|ursula.target268@mailservice.net|elena.target283@cloudsec.org|hannah.target11@techhub.io|liam.target336@corp.local|oscar.target373@example.com|aravind.target348@example.com,1.0,1.0,1.0,1.0,0.576,0.0496
103.239.28.162,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,ID,3308.0,0.1814,0.6593,victor.target356@example.com|liam.target276@example.com|isabella.target201@example.com|frank.target174@techhub.io|olivia.target119@mailservice.net|olivia.target54@techhub.io|ananya.target162@techhub.io|oscar.target381@techhub.io|nina.target288@corp.local|sophia.target190@techhub.io,1.0,1.0,1.0,1.0,0.6593,0.0406
103.24.236.198,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,ID,3564.0,0.1684,0.7759,sophia.target163@techhub.io|quinn.target244@techhub.io|wendy.target139@techhub.io|elena.target361@corp.local|charlie.target204@cloudsec.org|karen.target137@example.com|elena.target233@example.com|laura.target164@example.com|zach.target122@cloudsec.org|ian.target93@techhub.io,1.0,1.0,1.0,1.0,0.7759,0.0379
103.24.87.202,14,14,0,1.0,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RO,4155.0,0.2022,0.6326,alex.target251@example.com|grace.target228@mailservice.net|alex.target275@corp.local|quinn.target244@techhub.io|karen.target294@example.com|frank.target174@techhub.io|elena.target165@example.com|wendy.target12@mailservice.net|karen.target262@mailservice.net|charlie.target295@mailservice.net|tarun.target172@mailservice.net|marcus.target14@example.com|frank.target42@corp.local|noah.target280@corp.local,1.0,1.0,1.0,1.0,0.6326,0.0448
103.241.121.147,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,CN,1681.0,0.2499,0.6599,ursula.target0@example.com|elena.target233@example.com|elena.target283@cloudsec.org|robert.target23@corp.local|tarun.target208@cloudsec.org|karen.target294@example.com|yasmin.target6@techhub.io,1.0,1.0,1.0,1.0,0.6599,0.0543
103.241.171.198,6,6,0,1.0,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,UA,1961.0,0.1836,0.6542,ursula.target195@techhub.io|rachel.target224@techhub.io|ursula.target296@techhub.io|liam.target220@techhub.io|zach.target149@cloudsec.org|oscar.target126@techhub.io,1.0,1.0,1.0,1.0,0.6542,0.041
103.241.194.163,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RO,3088.0,0.1943,0.7167,quinn.target376@techhub.io|mia.target141@cloudsec.org|sam.target346@mailservice.net|oscar.target126@techhub.io|kevin.target5@corp.local|brian.target72@corp.local|oscar.target338@techhub.io|alex.target24@mailservice.net|ursula.target342@example.com|george.target152@example.com,1.0,1.0,1.0,1.0,0.7167,0.0432
103.241.37.119,7,5,2,0.7143,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RO,2455.0,0.1711,0.7476,wendy.target250@example.com|quinn.target158@techhub.io|liam.target20@corp.local|felix.target341@corp.local|marcus.target270@techhub.io|elena.target116@cloudsec.org|mia.target253@cloudsec.org,0.7143,1.0,1.0,1.0,0.7476,0.0384
103.241.81.141,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,2519.0,0.1667,0.7604,rachel.target180@corp.local|charlie.target193@techhub.io|noah.target280@corp.local|hannah.target274@techhub.io|wendy.target187@corp.local|emma.target118@mailservice.net|xander.target70@example.com,1.0,1.0,1.0,1.0,0.7604,0.0375
103.242.173.94,14,14,0,1.0,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,ID,4941.0,0.17,0.7861,zach.target140@cloudsec.org|sophia.target163@techhub.io|david.target125@corp.local|yasmin.target167@corp.local|xander.target70@example.com|ian.target344@example.com|yasmin.target159@cloudsec.org|grace.target213@mailservice.net|thomas.target353@techhub.io|hannah.target9@mailservice.net|oscar.target236@cloudsec.org|liam.target276@example.com|sneha.target279@example.com|emma.target265@example.com,1.0,1.0,1.0,1.0,0.7861,0.0382
103.242.25.153,13,12,1,0.9231,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,BR,4638.0,0.1682,0.6771,james.target47@cloudsec.org|george.target58@techhub.io|elena.target361@corp.local|yasmin.target363@example.com|karen.target294@example.com|felix.target399@corp.local|ian.target344@example.com|karen.target383@mailservice.net|quinn.target166@example.com|sophia.target175@mailservice.net|grace.target287@mailservice.net|kevin.target32@cloudsec.org|olivia.target349@example.com,0.9231,1.0,1.0,1.0,0.6771,0.0378
103.243.122.128,14,14,0,1.0,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,IN,4732.0,0.1775,0.6739,ursula.target382@example.com|paula.target136@example.com|xander.target354@techhub.io|deepak.target161@mailservice.net|sam.target321@cloudsec.org|grace.target56@example.com|sophia.target190@techhub.io|james.target47@cloudsec.org|victor.target111@cloudsec.org|aravind.target348@example.com|nina.target95@mailservice.net|george.target110@techhub.io|hannah.target369@corp.local|elena.target160@corp.local,1.0,1.0,1.0,1.0,0.6739,0.0397
103.243.147.230,14,14,0,1.0,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,4635.0,0.1812,0.6127,felix.target258@techhub.io|james.target59@cloudsec.org|elena.target160@corp.local|sneha.target273@cloudsec.org|tarun.target88@mailservice.net|isabella.target77@mailservice.net|liam.target301@cloudsec.org|felix.target235@corp.local|marcus.target62@example.com|mia.target335@example.com|thomas.target353@techhub.io|quinn.target166@example.com|nina.target339@techhub.io|peter.target186@cloudsec.org,1.0,1.0,1.0,1.0,0.6127,0.0405
103.243.174.78,6,5,1,0.8333,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,UA,1660.0,0.2169,0.726,ursula.target169@techhub.io|laura.target145@mailservice.net|sophia.target371@mailservice.net|ursula.target268@mailservice.net|robert.target66@corp.local|nina.target49@cloudsec.org,0.8333,1.0,1.0,1.0,0.726,0.0478
103.244.89.254,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,2769.0,0.1517,0.8248,zach.target149@cloudsec.org|sneha.target105@corp.local|rachel.target298@cloudsec.org|quinn.target329@example.com|sam.target337@example.com|xander.target21@cloudsec.org|nina.target112@example.com,1.0,1.0,1.0,1.0,0.8248,0.0344
103.245.167.220,7,6,1,0.8571,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,2426.0,0.1731,0.716,claire.target309@mailservice.net|sophia.target96@techhub.io|peter.target391@corp.local|brian.target304@cloudsec.org|emma.target176@cloudsec.org|liam.target255@mailservice.net|elena.target160@corp.local,0.8571,1.0,1.0,1.0,0.716,0.0388
103.245.179.120,10,10,0,1.0,10,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,VN,3505.0,0.1712,0.6603,quinn.target239@cloudsec.org|elena.target283@cloudsec.org|elena.target78@corp.local|xander.target194@cloudsec.org|quinn.target50@corp.local|liam.target301@cloudsec.org|thomas.target290@corp.local|xander.target354@techhub.io|peter.target183@corp.local|paula.target396@corp.local,1.0,1.0,1.0,1.0,0.6603,0.0384
103.245.242.240,14,14,0,1.0,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,NG,4270.0,0.1967,0.6245,paula.target29@techhub.io|ian.target93@techhub.io|hannah.target69@techhub.io|david.target284@example.com|marcus.target80@cloudsec.org|ursula.target342@example.com|james.target343@example.com|priya.target269@mailservice.net|thomas.target103@cloudsec.org|sneha.target75@cloudsec.org|elena.target102@mailservice.net|thomas.target353@techhub.io|elena.target26@techhub.io|nina.target49@cloudsec.org,1.0,1.0,1.0,1.0,0.6245,0.0437
103.246.12.14,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,2396.0,0.1753,0.8376,grace.target398@corp.local|ananya.target390@example.com|ananya.target285@techhub.io|nina.target191@example.com|wendy.target256@mailservice.net|elena.target44@techhub.io|yasmin.target328@corp.local,1.0,1.0,1.0,1.0,0.8376,0.0393
103.246.148.23,13,13,0,1.0,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,BR,3964.0,0.1968,0.6787,deepak.target192@cloudsec.org|charlie.target295@mailservice.net|david.target125@corp.local|frank.target143@cloudsec.org|sneha.target374@cloudsec.org|aravind.target25@example.com|felix.target13@techhub.io|liam.target38@cloudsec.org|yasmin.target6@techhub.io|quinn.target239@cloudsec.org|hannah.target286@example.com|laura.target28@corp.local|peter.target366@example.com,1.0,1.0,1.0,1.0,0.6787,0.0437
103.246.153.192,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,1937.0,0.2478,0.6457,george.target15@corp.local|hannah.target11@techhub.io|felix.target351@corp.local|tarun.target210@example.com|grace.target228@mailservice.net|sneha.target3@mailservice.net|rachel.target298@cloudsec.org|olivia.target322@example.com,1.0,1.0,1.0,1.0,0.6457,0.0539
103.246.194.196,6,6,0,1.0,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,US,1907.0,0.1888,0.7345,james.target59@cloudsec.org|tarun.target332@mailservice.net|nina.target49@cloudsec.org|julia.target153@example.com|frank.target79@mailservice.net|tarun.target355@example.com,1.0,1.0,1.0,1.0,0.7345,0.0421
103.246.210.60,8,7,1,0.875,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RO,2778.0,0.1728,0.6618,kevin.target254@cloudsec.org|elena.target233@example.com|claire.target108@corp.local|claire.target292@corp.local|liam.target151@techhub.io|rachel.target340@cloudsec.org|laura.target4@cloudsec.org|quinn.target184@corp.local,0.875,1.0,1.0,1.0,0.6618,0.0388
103.246.70.244,13,11,2,0.8462,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,BR,4059.0,0.1922,0.6537,alex.target46@cloudsec.org|victor.target219@mailservice.net|noah.target179@cloudsec.org|elena.target233@example.com|tarun.target88@mailservice.net|henry.target85@cloudsec.org|james.target36@example.com|zach.target326@corp.local|zach.target140@cloudsec.org|ursula.target178@mailservice.net|sam.target337@example.com|tarun.target300@cloudsec.org|grace.target76@techhub.io,0.8462,1.0,1.0,1.0,0.6537,0.0428
103.247.191.66,14,14,0,1.0,14,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,4010.0,0.2095,0.6105,hannah.target286@example.com|elena.target361@corp.local|laura.target384@example.com|alice.target68@techhub.io|yasmin.target10@corp.local|karen.target113@techhub.io|tarun.target172@mailservice.net|charlie.target295@mailservice.net|ananya.target272@mailservice.net|yasmin.target55@corp.local|felix.target399@corp.local|oscar.target245@example.com|wendy.target252@cloudsec.org|elena.target116@cloudsec.org,1.0,1.0,1.0,1.0,0.6105,0.0463
103.247.23.181,9,9,0,1.0,9,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,UA,3216.0,0.1679,0.7004,kevin.target94@mailservice.net|alex.target98@cloudsec.org|deepak.target314@corp.local|ian.target93@techhub.io|george.target156@mailservice.net|thomas.target290@corp.local|ananya.target188@example.com|frank.target115@corp.local|oscar.target305@cloudsec.org,1.0,1.0,1.0,1.0,0.7004,0.0378
103.247.52.157,6,6,0,1.0,6,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,CN,1254.0,0.2871,0.5691,wendy.target139@techhub.io|isabella.target293@cloudsec.org|quinn.target329@example.com|olivia.target147@cloudsec.org|wendy.target256@mailservice.net|oscar.target303@cloudsec.org,1.0,1.0,1.0,1.0,0.5691,0.0614
103.248.10.171,13,11,2,0.8462,13,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,5141.0,0.1517,0.7869,zach.target149@cloudsec.org|brian.target304@cloudsec.org|nina.target95@mailservice.net|charlie.target193@techhub.io|ian.target157@cloudsec.org|peter.target291@mailservice.net|victor.target356@example.com|thomas.target312@example.com|elena.target44@techhub.io|james.target343@example.com|george.target156@mailservice.net|ursula.target372@corp.local|oscar.target381@techhub.io,0.8462,1.0,1.0,1.0,0.7869,0.0344
103.248.109.160,7,7,0,1.0,7,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,DE,2104.0,0.1996,0.6339,xander.target21@cloudsec.org|felix.target197@corp.local|laura.target53@example.com|oscar.target245@example.com|elena.target370@techhub.io|xander.target70@example.com|grace.target60@corp.local,1.0,1.0,1.0,1.0,0.6339,0.0443
103.248.12.176,11,11,0,1.0,11,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,RO,3168.0,0.2083,0.6528,george.target154@mailservice.net|xander.target135@corp.local|xander.target248@cloudsec.org|yasmin.target212@cloudsec.org|frank.target174@techhub.io|ananya.target359@techhub.io|grace.target282@example.com|wendy.target187@corp.local|laura.target387@techhub.io|elena.target233@example.com|george.target131@cloudsec.org,1.0,1.0,1.0,1.0,0.6528,0.046
103.248.145.235,8,8,0,1.0,8,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,VN,2951.0,0.1627,0.7276,nina.target95@mailservice.net|elena.target27@corp.local|tarun.target71@cloudsec.org|sam.target333@cloudsec.org|brian.target72@corp.local|sophia.target206@corp.local|james.target350@example.com|laura.target53@example.com,1.0,1.0,1.0,1.0,0.7276,0.0367
